product_name;order_date;quantity;sales;region;profit;discount
Laptop Quibusdam;19/11/2023;4;177551.2;East;43134.48;15
Bed Blanditiis;24/07/2025;4;177508.8;North;37651;15
Puzzle Libero;31/07/2025;5;177504;West;28065.02;20
Lamp Nostrum;14/05/2024;4;177471.4;South;28394.16;5
Biography Similique;10/02/2024;5;177229.25;South;36719.2;10
Dumbbells Est;30/10/2023;3;177196.8;North;21583.02;15
Face Cream Reiciendis;04/03/2024;3;177156;East;16898.04;15
Bed Perferendis;12/08/2024;3;177102.6;North;22802.49;5
Football Qui;04/12/2024;3;177063.3;West;16632.21;10
RC Car Dicta;11/03/2024;5;177050;North;14706.74;20
Women's Wear Nihil;28/10/2023;5;177025.5;East;22467.49;5
Kids Wear Nemo;06/12/2023;4;177012;West;25876.51;20
Spices Vero;19/03/2024;3;176979;North;25699.24;10
Non-Fiction Laborum;23/05/2025;3;176947.05;West;31047.35;20
Bed Iusto;15/01/2025;5;176760;East;25858.04;5
Cushion Labore;25/02/2025;5;176650;South;21281.71;20
Yoga Mat Quo;12/01/2025;4;176608;South;37699.47;0
Puzzle Alias;29/03/2025;3;176399.1;East;39331.91;15
Non-Fiction Quo;11/03/2024;3;176352;South;35659.14;5
Doll Enim;04/01/2024;4;176047.2;East;42930.82;20
Chair Alias;11/02/2024;5;175950;West;20819.42;0
Yoga Mat Officiis;11/08/2025;4;175891.2;North;34105.84;15
Lipstick Aliquam;01/07/2025;3;175645.5;West;33038.94;10
Board Game Reiciendis;26/02/2024;3;175618.5;North;30596.53;15
Lamp Accusamus;02/03/2024;5;175556;West;38290.82;5
Cricket Bat Quasi;07/08/2025;3;175178.1;East;36943.21;20
Cushion Recusandae;06/02/2024;3;175054.5;East;40811.14;10
Sofa Soluta;01/11/2024;3;175026.9;East;17034.03;5
Camera Placeat;17/10/2023;5;174989.5;East;16206.53;20
Non-Fiction Ad;26/08/2025;3;174870.9;South;40819.7;5
Sofa Asperiores;20/01/2024;5;174776;North;8841.46;20
Camera Explicabo;10/03/2025;4;174742.4;South;29651.53;0
RC Car Consectetur;30/06/2025;3;174727.8;West;41459.43;5
Textbook Omnis;08/12/2024;5;174705;West;33211.51;10
Lipstick Tempora;30/10/2023;5;174633.75;West;39512.52;5
Spices Inventore;20/06/2024;3;174627;West;29134.83;0
Vase Ex;09/02/2024;4;174587.2;South;23684.63;0
Lipstick Vitae;10/12/2023;4;174469.4;West;9344.72;5
Wheat Ducimus;05/05/2025;3;174399.6;South;33573.54;5
Women's Wear Repellendus;21/06/2025;3;174283.2;West;15378.45;15
Wheat Quia;07/03/2025;3;174264;West;16186.32;5
Refrigerator Illum;13/12/2023;4;174042;West;26545.6;0
Women's Wear Ducimus;03/08/2024;3;173972.55;East;38352.02;20
Lamp Velit;31/03/2025;5;173914.25;East;41421.06;10
Lamp Doloremque;08/04/2025;3;173641.95;North;22959.61;0
Microwave Quisquam;15/09/2025;5;173640;South;26873.07;0
Cushion Rem;07/07/2025;3;173616.3;North;40216.36;20
Clock Voluptatem;20/01/2024;4;173572.6;West;15988.9;5
Puzzle At;28/03/2025;5;173548;West;8728.88;10
Football Veniam;05/02/2024;3;173480.4;South;13901.3;10
Clock Fugit;24/12/2023;4;173398.4;West;17229.79;15
Wall Art Est;17/02/2025;3;173394.9;West;26088.47;20
Camera Itaque;27/05/2024;3;173251.5;North;20003.56;0
Sofa Sed;15/02/2025;4;173167.2;South;40443.37;5
Face Cream Voluptas;29/08/2024;4;173062.4;East;31705.38;0
Face Cream Nihil;19/11/2024;3;172902;East;38978.19;20
Textbook Inventore;11/01/2024;5;172866.75;West;39437.91;20
Football Magni;16/05/2025;4;172774.6;South;20563.95;0
Oil Nihil;04/04/2025;3;172624.8;South;20223.28;15
Rice Corporis;16/08/2025;3;172605;West;42852.79;0
Football Eligendi;13/01/2025;3;172154.4;West;22626.59;10
Puzzle Sapiente;18/02/2025;4;172070.6;South;22326.14;20
Clock Magnam;30/07/2025;5;172069.75;South;21981.61;20
Lamp Nostrum;19/10/2024;4;172009.6;West;18485.85;20
Doll Incidunt;20/06/2025;5;171983.25;North;23013.48;20
Sugar Quae;27/11/2024;3;171900.9;North;40093.57;20
Mixer Grinder Vero;27/12/2024;4;171779;North;13578.92;20
Foundation Assumenda;19/10/2023;4;171700;East;28766.76;20
Fiction Impedit;03/07/2025;4;171689.8;North;26317.16;10
Perfume Illum;07/07/2024;5;171649;East;39986.99;15
Puzzle Veritatis;13/03/2024;3;171637.95;South;30098.82;10
Chair Assumenda;06/04/2025;5;171219.75;East;23722.84;15
Foundation Officiis;09/09/2024;4;171156;East;13519.25;10
Microwave Natus;23/06/2024;3;171148.8;North;9393.57;15
Shampoo Commodi;20/05/2024;3;171135.6;West;39686.76;0
Refrigerator Consequuntur;22/05/2024;5;171105;South;42580.32;10
Refrigerator Minima;27/10/2024;3;171019.2;West;28222.22;20
Action Figure Aliquam;31/08/2024;5;170736;North;35802.53;5
Smartwatch Consectetur;16/09/2025;3;170464.5;North;10224.17;20
Comics Blanditiis;05/01/2025;3;170419.2;South;16962.93;10
Juicer Omnis;25/04/2024;4;170316;North;11627.51;10
Puzzle At;05/03/2025;3;170298.9;West;27185.74;5
Vase Tempore;07/09/2024;5;170208;South;27050.84;20
Lamp Qui;23/02/2024;3;170190;South;41256.8;15
Men's Wear Quisquam;06/05/2024;3;170018.7;South;37822.81;15
Football Alias;23/02/2024;3;169857;North;12285.11;15
Biography Tempora;03/08/2025;5;169735.5;East;33451.01;0
Accessories Ipsum;29/07/2025;4;169692.8;West;14287.36;5
Comics Suscipit;17/09/2025;4;169640;South;40015.37;10
Doll Nam;24/03/2025;5;169569;South;26335.15;10
Smartwatch Aliquid;22/10/2023;3;169416;East;24115.18;0
Microwave Repudiandae;16/12/2023;5;169292;North;20279.31;15
Mixer Grinder Animi;10/07/2025;5;169227;North;29678.19;0
Yoga Mat Culpa;14/04/2025;4;169216;West;30002.4;15
Cricket Bat Incidunt;18/04/2024;5;169196.75;South;13455.71;20
Oil Perferendis;22/05/2025;3;169108.35;South;9471.97;10
Board Game Similique;02/08/2024;4;169068.8;West;8470.51;5
Action Figure Ipsum;15/06/2024;4;169059.2;South;27423.41;15
Non-Fiction Reiciendis;14/01/2025;3;169056;West;32024.33;10
Men's Wear Similique;16/05/2025;4;168936;West;19288.02;0
Puzzle Iusto;29/07/2024;3;168753.9;North;39204.5;20
Shoes Aliquid;11/04/2025;3;168717;East;30407.97;15
Refrigerator Vero;05/09/2024;5;168714;East;13616.72;0
Perfume Doloribus;15/07/2024;3;168650.4;East;34609.42;0
Dumbbells Mollitia;18/08/2024;4;168564;East;31098.14;5
Table Libero;04/11/2023;3;168298.2;East;12144.65;5
Mobile Iste;15/09/2025;4;168093;North;9289.73;15
Doll Enim;28/04/2024;5;168070.5;West;34912.42;0
Perfume Error;14/04/2024;3;167871;South;10701.22;15
Non-Fiction Soluta;06/03/2025;3;167870.7;South;13692.45;20
Cushion Exercitationem;11/08/2025;3;167802.75;North;9532.49;0
Cushion Consectetur;01/05/2024;3;167700;North;12130.7;15
Shampoo Voluptatem;03/07/2024;3;167598.75;East;16849.96;0
Bed Itaque;23/01/2025;4;167572.8;North;37365.07;20
Biography Reiciendis;12/07/2025;3;167571;West;15138.13;20
Board Game Nulla;08/11/2023;4;167524;West;24231.61;5
Headphones Suscipit;05/03/2025;3;167464.8;North;27314.23;5
Oil Ea;30/05/2025;4;167439.4;East;38657.43;0
Shampoo Earum;12/10/2024;5;167340;North;21070.91;15
Men's Wear Excepturi;03/04/2025;4;167130.4;North;13428.97;5
Football Harum;23/01/2024;4;167054.4;South;18374.62;10
Microwave Dolore;05/10/2023;3;166950;West;27964.98;10
Microwave Quaerat;19/01/2024;5;166846.5;East;31754.79;5
Laptop Rerum;12/02/2024;3;166833;South;25996.35;10
Dumbbells Voluptatibus;08/04/2024;5;166764;West;17579.02;0
Wall Art Error;04/09/2024;3;166620;West;25352.97;5
Accessories Autem;30/03/2024;4;166608;West;26845.29;10
Foundation Nihil;22/12/2024;4;166538.8;East;17272.57;0
Refrigerator Explicabo;02/06/2025;4;166480;West;32961.75;10
Tennis Racket Placeat;10/02/2024;4;166433.4;North;32499.26;20
Clock Animi;02/09/2025;4;166381.2;North;18545.21;15
Mixer Grinder Sequi;25/03/2024;4;166242.4;West;31519.09;10
Juicer Necessitatibus;18/02/2025;3;166182.3;South;28718.27;0
RC Car Blanditiis;31/05/2025;4;166071.6;South;20406.12;5
Camera Vero;11/01/2025;4;166028.8;North;37882.17;10
Lamp Ipsum;10/01/2024;3;165942;East;24842.49;0
Comics Excepturi;07/08/2025;3;165790.8;East;23145.79;0
Shampoo Nisi;02/03/2025;3;165790.2;North;35707.25;10
Action Figure Quidem;24/02/2024;5;165724;North;23182.29;5
Sofa Cumque;05/06/2025;4;165413.4;South;38671.65;10
Cushion Doloribus;28/01/2024;3;165378;North;10723.59;20
Cookware Set Accusantium;14/03/2024;3;165336;South;28997.73;20
Smartwatch Alias;05/10/2023;5;165205;West;31468.02;20
Cabinet Magnam;10/06/2025;4;164844;East;12852.37;0
Foundation Excepturi;26/01/2025;3;164844;North;38325.73;20
Juicer Enim;21/04/2024;3;164702.7;North;17011.25;20
Bed Accusantium;18/10/2024;4;164648;East;22384;15
Chair Odit;11/05/2025;4;164590.6;East;8634.14;20
Cushion Praesentium;14/04/2025;3;164584.65;South;18249.62;0
RC Car Occaecati;24/05/2024;4;164228.4;East;18957.68;15
Sofa Beatae;23/07/2025;5;164195;East;30693;20
Refrigerator Sunt;25/02/2024;3;164115.45;North;18208.24;0
Mobile Impedit;21/05/2025;3;164071.65;West;29285.66;15
Bed Vel;24/06/2024;4;163684;North;32116.72;5
RC Car Atque;23/01/2025;4;163381;East;15829.2;20
Chair Dicta;08/10/2023;4;163229;East;26318.32;5
Yoga Mat Accusamus;17/04/2024;3;163215;East;30673.62;10
RC Car Eligendi;18/02/2025;3;163204.2;West;26150.1;5
Puzzle Quo;28/02/2024;3;163166.85;North;34853.88;0
Refrigerator Molestias;17/07/2024;3;163035;North;34456.66;15
Men's Wear Tempore;25/10/2023;3;162763.2;South;34700.67;20
Yoga Mat Aliquid;07/12/2024;4;162761.6;West;36502.8;10
Men's Wear Quidem;07/08/2024;3;162702.75;West;29052.25;15
Refrigerator Ipsum;17/09/2025;3;162657.6;North;14133.89;20
Kids Wear Doloremque;20/09/2025;5;162634.75;West;33370.7;10
Non-Fiction Autem;17/11/2024;4;162568;West;18654.31;10
Rice Quisquam;26/04/2024;3;162547.2;South;36134.62;10
Cushion Eos;03/03/2025;4;162521.6;West;20075.01;20
Lamp Consequatur;10/11/2024;4;162377.8;North;16712.23;5
Perfume Tempora;12/07/2025;4;162352;West;28396.03;20
Smartwatch Magni;29/01/2025;3;162208.8;South;18563.73;5
Lamp Sit;08/06/2025;5;162175.5;East;30400.7;15
Rice Labore;09/06/2024;3;162165;East;25330.18;5
Wheat Corporis;22/11/2023;4;162108;North;28163.45;0
Cricket Bat Iure;06/11/2024;3;161862;North;21216.11;15
Wall Art Voluptatem;03/01/2025;3;161683.35;West;31500.94;0
Shoes Consectetur;13/12/2023;5;161542.75;North;31954.32;5
Chair Adipisci;20/01/2024;3;161514;South;11816.56;0
Perfume Saepe;10/02/2024;4;161493.2;North;24319.86;0
Lamp Accusantium;27/03/2024;4;161305.6;North;25932.37;15
Puzzle Unde;22/04/2025;4;161265.4;South;9602.02;20
Lipstick Voluptatem;01/09/2024;3;161215.2;North;31723.28;5
Biography Temporibus;26/08/2025;3;161060.55;East;27410.79;15
Biography Repellat;05/12/2024;3;161047.2;East;16390.92;5
Yoga Mat Rerum;20/02/2024;4;160963.2;North;22376.28;15
Kids Wear Nostrum;28/03/2024;3;160882.05;North;16815.9;5
Cabinet Provident;16/02/2024;4;160833.6;East;35806.38;10
Cookware Set Voluptatum;22/05/2024;5;160683;North;33754.92;20
Action Figure Odit;24/09/2025;3;160565.85;West;32719.18;20
Dumbbells Dolorem;24/09/2024;5;160352;East;28140.21;20
Cookware Set Dolor;06/12/2024;4;160286.2;West;33283.48;10
Spices Suscipit;20/10/2024;4;160170.6;West;39645.99;5
Sugar Autem;02/10/2024;3;160099.2;West;20794.28;20
Camera Sit;14/12/2023;3;160053.6;North;24508.62;10
Yoga Mat Cum;15/06/2025;4;160024.4;South;25992.03;10
Tennis Racket Repellat;24/03/2024;5;159970;North;25271.25;20
Lipstick Aut;16/03/2024;4;159908.4;East;11869.58;5
Tennis Racket Rem;01/12/2024;5;159880;North;13769.85;20
Textbook Quo;05/02/2024;5;159723;East;21166.83;20
Cricket Bat Totam;17/02/2025;2;159698;West;38482.39;0
Face Cream Repellendus;18/08/2024;4;159616.8;West;12320.3;10
Clock Voluptates;03/07/2024;3;159454.05;North;13180.19;5
Fiction Aut;14/03/2025;3;159397.2;East;35555.24;0
Bed Natus;12/10/2024;3;159304.8;North;28378.16;15
Juicer Expedita;24/06/2025;2;159290;East;33087.24;20
Clock Recusandae;29/09/2024;5;159230;West;12362.22;10
Chair Qui;25/05/2025;3;159052.8;North;30452.8;10
Biography Magnam;22/06/2025;4;159022.4;South;12319.75;0
Doll Ad;30/04/2024;4;158977.2;South;39373.94;0
Board Game Officiis;02/01/2024;3;158964.45;South;20036.06;0
Kids Wear Facere;25/10/2023;3;158913;West;21779.91;20
Yoga Mat Officia;04/12/2023;5;158885;West;28450.38;15
Sofa Natus;31/12/2023;4;158876.8;North;23210.84;0
Comics Qui;22/05/2024;4;158786.8;North;19939.77;10
Bed Officiis;27/10/2024;3;158786.4;West;34242.52;5
Vase Animi;28/03/2025;2;158716;North;38917.65;5
Fiction Ipsum;30/05/2025;4;158652;East;38519.18;15
Oil Doloribus;23/05/2025;5;158610;South;36311.02;0
Cushion Vero;12/02/2025;5;158600;West;37260.34;0
Foundation Illum;22/08/2025;5;158521.75;South;33381.87;20
Foundation Cumque;10/03/2025;5;158449.5;South;14340.06;15
Bed Dolorem;22/07/2024;4;158372;East;28095.77;15
Lamp Provident;03/11/2024;3;158342.25;North;31455.82;20
Doll Nemo;03/04/2024;3;158325.6;East;31387.2;10
Fiction Officiis;06/01/2025;3;158325.6;North;33279.17;5
Biography Modi;22/01/2024;5;158184.5;East;25830.56;10
Sofa Praesentium;18/12/2024;3;158157.9;West;25712.93;10
RC Car Totam;23/06/2025;4;158137.2;South;22593.71;10
Non-Fiction Amet;15/12/2023;4;158108.4;West;23976.18;0
Mixer Grinder Earum;20/02/2024;5;158094;East;32036.26;20
Clock Reprehenderit;02/07/2024;5;157792.5;West;15634.85;15
Bed Corrupti;08/04/2024;4;157753.6;South;17599.53;0
Juicer Dignissimos;25/01/2024;5;157704.75;East;23794.68;0
Vase Quo;23/12/2023;4;157689.6;South;24924.61;15
Bed Enim;13/04/2024;4;157665.6;East;30789.59;15
Chair Tempora;26/11/2023;5;157403;North;34631.43;10
Sugar Suscipit;05/01/2025;3;157272;South;9403.17;10
Camera Rem;03/09/2024;4;157221.2;South;11773.36;10
Shoes Nemo;30/11/2024;4;157124;North;24626.13;15
Shampoo Et;01/06/2024;3;157103.4;North;21634.02;5
Accessories Repellat;30/07/2025;3;157072.35;West;19409.35;15
Dumbbells Quas;02/12/2024;2;156934;West;9444.77;15
Accessories Alias;26/08/2025;3;156926.7;West;31673.48;0
Rice Alias;31/12/2023;3;156909;North;15346.43;15
Shoes Eos;26/11/2024;5;156887.75;West;30861.53;5
Face Cream Quisquam;06/01/2024;3;156822;East;7844.5;20
Rice Ex;26/09/2025;4;156810.8;South;34043.45;5
Cricket Bat Aliquid;01/12/2023;5;156748;West;36611.86;20
Microwave Perferendis;30/06/2024;5;156618;East;36975.33;5
Refrigerator Sequi;05/07/2024;4;156447.6;East;8166.96;0
Clock Ab;12/02/2025;4;156422.4;North;37893.36;10
RC Car Illo;11/01/2025;3;156367.2;South;11129.02;10
Mixer Grinder Enim;16/01/2024;4;156362.6;North;36552.82;10
Shoes Distinctio;03/06/2024;4;156325.2;East;21389.39;0
Microwave Maiores;06/01/2025;5;156092;North;20235.42;5
Face Cream Voluptatum;11/05/2024;5;156028.5;East;23506.05;20
Chair Possimus;15/11/2023;3;155997.6;North;30649.82;20
Clock Maiores;30/03/2024;3;155898;West;11346.78;20
Wheat Autem;19/05/2024;3;155873.7;East;23254.14;5
Cabinet Aspernatur;22/09/2025;3;155608.65;West;19574.3;20
Camera Placeat;14/09/2024;5;155600.5;North;33651.01;15
Lipstick Dignissimos;31/12/2023;2;155492;North;14907.76;0
Non-Fiction Possimus;29/01/2025;4;155420;North;12410.77;15
Juicer Nemo;18/03/2024;5;155358;East;18268.21;15
Football Distinctio;25/08/2024;4;155307.6;East;29994.41;0
Textbook Delectus;13/07/2025;5;155250;North;38493.68;20
Mixer Grinder Nulla;11/02/2024;2;155086;West;30092.08;15
Wall Art Laboriosam;21/05/2025;4;154908.8;South;15605.01;10
Microwave Optio;21/04/2025;2;154824;South;13864.89;15
Action Figure Quibusdam;28/10/2023;2;154774;East;30950.31;10
Microwave At;01/06/2025;3;154669.5;North;30424.95;20
Football Suscipit;21/08/2025;3;154626.9;South;7902.21;0
Laptop Libero;19/10/2024;3;154557;West;29198.8;5
Spices Quo;20/10/2024;3;154519.8;East;30780.09;10
Foundation Dolor;11/06/2024;2;154508;West;11516.25;10
RC Car Maxime;09/01/2025;3;154464;West;27760.63;5
Mobile Exercitationem;03/07/2024;3;154392;South;12756.4;20
RC Car Exercitationem;28/02/2025;5;154275;South;38388.1;15
Smartwatch Vel;20/08/2024;2;154268;North;23295.77;5
Action Figure Possimus;13/05/2025;5;154237.5;West;24911.22;0
Mixer Grinder Maxime;10/07/2025;4;153926.6;West;19586.78;0
Refrigerator Magnam;18/07/2024;5;153864;South;30908.9;20
Mixer Grinder Exercitationem;11/07/2025;4;153707.2;West;9814.52;15
Table Exercitationem;29/12/2024;4;153598.4;East;34231.1;15
Perfume Quos;26/04/2024;3;153416.7;East;18308.7;0
Textbook Repudiandae;30/10/2023;3;153276.3;South;12602.59;20
Perfume Nesciunt;30/09/2024;3;153273.6;North;19509.55;0
Lamp Ex;09/06/2024;3;153273;West;15727.77;15
Spices Quia;19/02/2025;2;152740;North;20338.58;0
RC Car Eius;18/06/2025;4;152569.6;South;13719.94;0
Yoga Mat Mollitia;15/12/2023;3;152502;South;33094.56;5
Kids Wear Ipsam;21/05/2025;5;152484.5;West;16563.9;5
Doll Quae;26/02/2024;3;152312.55;North;8913.05;0
Camera Eligendi;04/05/2024;3;152260.8;East;27539.63;15
Women's Wear Possimus;18/10/2024;5;152077.75;South;7926.92;0
Shoes Vitae;03/12/2024;3;152056.05;North;28118.74;0
Oil Magni;22/02/2025;3;152036.1;South;34819.38;10
Comics Eos;18/04/2025;5;151915;West;35359.41;20
Mixer Grinder Ab;26/08/2025;3;151865.1;North;22798.74;20
Kids Wear Accusamus;20/05/2025;5;151861.5;West;26812.07;5
Laptop Facilis;09/07/2025;4;151860;East;9477.24;5
Microwave Cupiditate;22/07/2024;3;151809.15;West;10911.84;0
Table Tenetur;08/05/2024;3;151647;South;15286.16;20
Accessories Debitis;21/05/2025;4;151600;West;10673.32;0
Lamp Omnis;11/03/2025;4;151048.8;North;8095.62;10
Perfume Quisquam;01/10/2025;3;150776.1;North;23835.95;20
Board Game Quod;08/02/2025;5;150675;East;21442.39;0
Camera Vel;20/12/2024;2;150576.9;North;18926.24;10
Lamp Omnis;21/07/2024;5;150564.75;West;34871.16;15
Men's Wear Voluptates;07/08/2024;2;150540;South;31539.13;0
Football Soluta;12/10/2024;3;150536.7;East;30666.04;10
Cabinet Quo;20/01/2024;2;150494;North;27592.81;0
Doll Eveniet;01/06/2025;4;150425.6;West;29175.54;0
Men's Wear Aperiam;12/02/2024;4;150377.4;South;22273.27;0
Headphones Tempora;15/04/2024;3;150129;East;16029.1;10
Doll Eos;03/08/2024;3;150100.8;North;28260.17;5
Laptop Eligendi;15/03/2024;3;150040.8;South;11645.93;20
Non-Fiction Eos;02/07/2025;3;149975.55;North;27730.13;5
Cricket Bat Aut;10/12/2024;3;149940;West;28107.56;20
Puzzle Dolore;27/03/2024;2;149873.9;North;26015.04;5
Women's Wear Consequuntur;22/04/2025;5;149838.75;East;36850.09;10
Cabinet Maxime;30/08/2024;5;149832;West;18752.59;5
RC Car Minima;25/05/2024;5;149819.75;North;19113.2;20
Mobile Itaque;15/09/2025;3;149702.4;West;15843.36;0
Football Optio;26/12/2023;2;149654;North;21057.2;20
Biography Dicta;02/06/2025;5;149645;North;17538.36;0
Dumbbells Temporibus;27/02/2025;5;149499;North;31255.49;15
Chair Assumenda;05/11/2023;2;149425.5;South;16809.48;0
Sofa Repellendus;03/04/2024;3;149134.5;West;19303.92;0
Comics Unde;27/07/2024;4;149100.6;East;21260.28;15
Tennis Racket Inventore;01/07/2025;2;149012;East;23048.6;5
Board Game Veniam;26/07/2025;3;148918.5;West;14928.45;0
Wall Art Perferendis;18/01/2024;4;148762.4;North;22358.34;0
Textbook Illo;22/08/2024;4;148505.6;North;11976.6;15
Textbook Omnis;23/08/2025;4;148428;West;30281.57;20
Football Nulla;04/01/2025;5;148418.5;West;21233.06;0
Juicer Ipsa;09/02/2024;4;148262.4;West;24010.41;10
Football Nostrum;11/10/2023;5;148230;East;9688.02;10
Foundation Molestias;01/04/2025;3;148165.8;North;28610.94;15
Comics Suscipit;28/08/2025;4;147985.2;West;8141.62;10
Women's Wear Architecto;23/09/2025;3;147840;South;7523.52;20
Cushion Neque;23/05/2025;2;147658.5;North;7475.99;0
Lamp Non;18/01/2024;3;147611.85;North;19762.84;15
Mobile Dolores;27/08/2025;3;147601.65;North;12103.79;5
Table Eaque;22/03/2024;5;147570;South;34950.93;5
Football Hic;07/08/2025;4;147564.8;East;11329.56;0
Microwave Adipisci;19/07/2024;5;147501;South;16861.69;20
Table Laudantium;01/01/2024;5;147440;South;23444.45;5
Cookware Set Laborum;14/06/2024;4;147417.2;North;7648.12;0
Headphones Incidunt;01/07/2025;5;147385;North;21636.95;20
Clock Maiores;14/08/2025;3;147336.45;South;21418.07;0
Biography Nihil;04/03/2024;4;147312;East;31263.35;20
Face Cream Reiciendis;30/04/2024;5;147248;North;11285.43;20
Cookware Set Saepe;05/06/2025;2;147168.3;East;36464.82;10
Action Figure Alias;30/12/2024;5;147096;West;22451.03;0
Juicer Magni;28/01/2024;3;147071.25;North;29649.75;5
Camera Iusto;29/08/2025;3;147048;East;31514.86;10
Sofa Facere;05/06/2024;5;147028.5;North;35636.96;5
Bed Repellendus;09/09/2024;3;146682.9;East;24928.05;0
Perfume Autem;30/01/2025;5;146680;East;24225.08;5
Women's Wear Enim;06/01/2024;3;146220;North;26677.62;5
Puzzle Placeat;18/04/2025;5;146142;West;31297.64;15
Cookware Set Necessitatibus;23/02/2024;3;146071.05;South;13243.68;15
Lipstick Ab;27/11/2024;4;145992.6;West;26081.05;5
Juicer Officia;29/10/2023;4;145915.2;North;16116.01;0
Rice Similique;13/03/2024;4;145826;West;7889.12;20
Lipstick Rem;22/07/2025;5;145764;South;16625.43;10
Board Game Quaerat;20/04/2025;2;145726.2;West;20448.21;10
Chair Possimus;13/10/2023;2;145688.2;North;19981.67;0
Face Cream Repudiandae;07/06/2025;3;145482;South;17219.03;5
Shoes Repellat;17/02/2025;3;145407;West;7390.33;15
Clock Porro;05/02/2024;4;145377.2;South;29116.4;15
Tennis Racket Quod;05/07/2024;4;145360.2;South;19340.21;5
Juicer Nam;30/10/2023;3;145272;South;14861.52;5
Headphones Maxime;11/04/2025;4;145096;East;17331.65;15
Microwave Eum;21/09/2024;5;145066.5;West;34640.69;10
Face Cream Aliquid;06/04/2025;5;144976;East;19542.8;15
Smartwatch Veniam;17/01/2025;2;144962;West;30909;10
Smartwatch Iusto;19/03/2025;4;144921.6;North;10207.76;5
Kids Wear Nostrum;14/05/2024;5;144828;North;19373.73;15
Women's Wear Ea;14/09/2024;3;144760.05;West;31253.32;10
Women's Wear Impedit;10/10/2023;3;144750;North;33955.47;10
Cricket Bat Itaque;11/09/2024;3;144749.7;North;22216.6;0
Men's Wear Modi;01/12/2024;3;144557.7;North;20520.32;15
Dumbbells Ut;21/02/2025;4;144540;East;15616.79;5
Camera Magnam;01/07/2025;5;144348;East;26313.19;20
Rice Quia;20/08/2024;4;144320;South;9359.79;5
Dumbbells Dignissimos;06/02/2025;2;144200;South;8686.43;15
Juicer Dolor;01/08/2025;4;144010.4;South;16767.03;10
Textbook Non;08/03/2025;3;143985.75;South;21968.41;10
Men's Wear Officia;08/12/2024;4;143960.4;West;31677.41;20
Smartwatch Ut;20/04/2024;4;143879.4;North;27406.72;5
Kids Wear Ab;05/12/2024;4;143782.4;South;32187.92;10
Sofa Dolorem;15/12/2024;4;143768;West;14346.17;20
Textbook Iste;27/12/2023;5;143684;East;23355.51;5
Accessories Quam;07/01/2024;4;143334;West;33845.33;0
Women's Wear At;14/10/2023;4;143172.6;North;9568.99;5
Cookware Set Natus;26/01/2025;4;143072;West;19431.3;15
Face Cream Exercitationem;08/01/2025;2;143047.8;South;28493.2;20
Cricket Bat Inventore;24/07/2025;3;142989;East;29454.77;10
Textbook Consectetur;04/06/2024;5;142941.75;North;30301.73;0
Doll Culpa;11/10/2023;2;142737.5;East;11387.13;0
Lipstick Doloremque;28/08/2024;2;142615.9;West;7163.76;20
Face Cream Sapiente;31/01/2024;3;142589.7;South;31272.54;20
Lipstick Modi;14/12/2023;3;142508.55;West;16379.77;10
Cricket Bat Minus;27/12/2024;3;142437;West;13234.4;0
Fiction Perferendis;09/12/2024;2;142342;North;33033.92;20
Camera Enim;23/11/2023;4;142332;West;21316.24;0
Smartwatch Error;25/12/2023;2;142306.2;North;10168.18;15
Action Figure Ab;08/09/2024;2;142270.2;North;29485.65;10
Men's Wear Explicabo;13/07/2025;5;142240;North;33226.84;10
Laptop Veritatis;25/03/2025;4;142230.4;East;29759.99;0
Microwave Sapiente;09/10/2023;2;142209;East;14090.31;5
Football Deleniti;22/03/2024;4;142130.2;North;8563.29;10
Kids Wear Ipsa;25/10/2024;2;142126.2;South;11846.26;15
Chair Excepturi;04/04/2024;2;142120.8;North;12670.11;20
Board Game Sequi;06/09/2024;2;141893.9;South;9116.35;20
Bed Ipsa;07/06/2024;5;141877.75;West;34615.46;0
Cabinet Adipisci;28/11/2024;3;141847.35;North;16771.07;15
Table Ipsa;24/12/2024;4;141801.6;East;31103.35;0
Oil Sit;06/02/2024;5;141660;East;22581.15;0
Fiction Voluptates;17/07/2024;2;141650;West;29067.19;0
Headphones Veritatis;26/10/2024;3;141577.2;West;16774.17;0
Vase Perferendis;12/03/2024;5;141571.75;North;10032.41;20
Football Modi;29/11/2023;3;141240.3;East;13429.09;10
Face Cream Minus;22/07/2024;2;141188;West;30893.97;15
Mobile Modi;02/09/2025;3;141186;South;8557.97;15
Table Repudiandae;25/08/2025;2;141149.1;West;10114.55;5
Mixer Grinder Nisi;19/01/2024;3;141091.2;South;25543.61;10
Clock Assumenda;20/01/2025;2;141069.6;South;7433.26;10
Kids Wear Nemo;04/06/2025;4;141048.4;East;13478.66;5
Cabinet Nemo;08/06/2024;5;140994;West;11582.73;20
Shoes Ducimus;25/11/2023;5;140908.5;East;14301.31;0
Men's Wear Iure;04/05/2025;3;140896.8;South;27019.18;10
Accessories Dignissimos;05/05/2025;2;140873.6;East;26268.05;5
Yoga Mat Esse;27/08/2024;4;140841.6;West;21148.03;0
Sofa Maiores;20/10/2024;4;140771;South;26033.58;5
Tennis Racket Asperiores;11/05/2024;3;140770.05;South;32407.19;20
Yoga Mat Laborum;12/12/2023;5;140706;South;19746.09;0
Foundation Perspiciatis;19/09/2024;3;140661;South;34962.57;5
Clock Deserunt;18/11/2024;5;140633.25;West;34618.19;5
